time(UTC),error,lowalarm,highalarm,"Input 1","-","-","-","-","Input 2","-","-","-","-","Input 3","-","-","-","-","Input 4","-","-","-","-","Input 5","-","-","-","-","Hallway (Degrees F)","Hallway Ave (Degrees F)","Hallway Min (Degrees F)","Hallway Max (Degrees F)","-","Office Vent (Degrees F)","Office Vent Ave (Degrees F)","Office Vent Min (Degrees F)","Office Vent Max (Degrees F)","-","Indoor office temp (Degrees F)","Indoor office temp Ave (Degrees F)","Indoor office temp Min (Degrees F)","Indoor office temp Max (Degrees F)","-","(point 40)","(point 41)"
"2015-07-29 14:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.70,74.78,74.91,74.66,,71.28,67.34,73.40,56.78,,71.89,72.14,72.59,71.79,,0,0
"2015-07-29 15:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.76,74.71,74.85,74.62,,69.59,67.57,73.53,57.07,,72.06,72.15,72.54,71.82,,0,0
"2015-07-29 15:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.78,74.74,74.87,74.63,,61.90,66.22,73.21,55.47,,72.63,72.28,72.74,71.81,,0,0
"2015-07-29 15:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.76,74.79,74.92,74.68,,64.51,59.99,68.05,51.70,,72.63,72.66,72.95,72.39,,0,0
"2015-07-29 15:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.81,74.78,74.89,74.67,,70.26,62.59,71.12,54.69,,72.42,72.47,72.81,72.15,,0,0
"2015-07-29 16:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.94,74.85,75.02,74.71,,69.80,63.88,70.62,56.61,,72.23,72.34,72.64,71.96,,0,0
"2015-07-29 16:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.91,74.93,75.03,74.83,,63.86,67.34,73.77,57.94,,72.35,72.13,72.44,71.84,,0,0
"2015-07-29 16:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.89,74.91,75.02,74.79,,66.08,65.95,74.05,58.62,,72.18,72.19,72.52,71.86,,0,0
"2015-07-29 16:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.85,74.86,75.01,74.69,,72.81,67.92,74.24,59.12,,72.13,72.25,72.61,71.97,,0,0
"2015-07-29 17:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.75,74.76,74.88,74.66,,61.88,67.89,74.24,59.26,,72.54,72.35,72.66,72.06,,0,0
"2015-07-29 17:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.76,74.74,74.86,74.64,,70.15,66.54,74.46,59.43,,72.37,72.37,72.69,72.08,,0,0
"2015-07-29 17:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.76,74.75,74.89,74.65,,69.18,69.07,74.70,59.86,,72.58,72.41,72.68,72.15,,0,0
"2015-07-29 17:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.79,74.77,74.90,74.65,,69.39,66.69,74.82,60.39,,72.46,72.51,72.76,72.27,,0,0
"2015-07-29 18:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.74,74.80,74.94,74.66,,62.30,68.58,74.73,60.60,,72.56,72.52,72.80,72.27,,0,0
"2015-07-29 18:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.88,74.82,74.99,74.70,,71.21,67.11,75.37,59.96,,72.46,72.53,72.90,72.23,,0,0
"2015-07-29 18:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74.97,74.92,75.03,74.80,,61.35,68.08,74.96,60.54,,72.61,72.56,72.87,72.35,,0,0
"2015-07-29 18:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.03,74.99,75.12,74.89,,74.49,67.86,74.97,60.47,,72.47,72.52,72.85,72.30,,0,0
"2015-07-29 19:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.09,75.06,75.18,74.97,,64.13,67.83,75.68,60.62,,72.66,72.61,72.99,72.40,,0,0
"2015-07-29 19:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.10,75.11,75.24,75.01,,70.88,69.30,75.28,61.54,,72.66,72.59,72.88,72.35,,0,0
"2015-07-29 19:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.14,75.09,75.24,75.00,,72.18,67.10,75.02,60.96,,72.37,72.63,72.95,72.39,,0,0
"2015-07-29 19:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.17,75.12,75.26,75.01,,64.38,69.40,75.69,60.60,,72.76,72.61,73.00,72.35,,0,0
"2015-07-29 20:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.51,75.28,75.59,75.08,,60.96,66.62,74.70,61.00,,73.14,72.70,73.26,72.40,,0,0
"2015-07-29 20:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.42,75.46,75.59,75.35,,53.66,59.05,69.27,52.97,,73.82,73.48,74.08,73.02,,0,0
"2015-07-29 20:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.37,75.38,75.51,75.28,,54.45,54.41,54.69,53.55,,72.28,73.00,74.03,72.25,,0,0
"2015-07-29 20:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.44,75.38,75.50,75.28,,64.62,60.53,72.09,53.50,,72.73,72.53,73.12,71.92,,0,0
"2015-07-29 21:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.48,75.46,75.57,75.36,,67.01,64.00,73.79,53.79,,73.28,73.07,73.48,72.68,,0,0
"2015-07-29 21:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.44,75.44,75.55,75.36,,64.22,62.88,74.00,54.84,,73.16,73.25,73.58,72.92,,0,0
"2015-07-29 21:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.45,75.44,75.57,75.32,,67.82,67.33,75.47,57.14,,73.22,73.19,73.53,72.90,,0,0
"2015-07-29 21:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.38,75.39,75.50,75.31,,73.91,67.76,75.01,61.51,,73.00,73.13,73.45,72.78,,0,0
"2015-07-29 22:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.48,75.42,75.54,75.32,,72.37,66.88,74.27,60.78,,72.53,72.82,73.24,72.46,,0,0
"2015-07-29 22:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.43,75.44,75.53,75.36,,65.31,68.06,75.18,61.69,,72.66,72.69,73.04,72.44,,0,0
"2015-07-29 22:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.45,75.46,75.56,75.37,,73.79,70.08,76.10,61.84,,72.73,72.67,73.02,72.44,,0,0
"2015-07-29 22:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.48,75.46,75.57,75.37,,73.71,68.05,75.37,62.41,,72.68,72.81,73.09,72.54,,0,0
"2015-07-29 23:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.56,75.48,75.60,75.40,,69.17,68.14,75.25,62.29,,72.56,72.73,73.00,72.47,,0,0
"2015-07-29 23:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,75.48,75.60,75.39,,64.91,70.36,75.83,62.77,,72.89,72.74,73.04,72.44,,0,0
"2015-07-29 23:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.47,75.46,75.56,75.37,,69.87,68.23,75.91,62.38,,72.76,72.77,73.04,72.47,,0,0
"2015-07-29 23:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.72,75.56,75.79,75.38,,72.42,71.07,72.53,69.72,,73.35,73.01,73.48,72.56,,0,0
"2015-07-30 00:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.86,75.85,76.00,75.66,,74.61,73.66,74.73,72.39,,74.05,73.70,74.10,73.23,,0,0
"2015-07-30 00:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.89,75.88,76.00,75.78,,75.88,75.34,75.96,74.56,,74.41,74.19,74.54,73.86,,0,0
"2015-07-30 00:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.95,75.92,76.07,75.79,,76.64,76.31,76.72,75.78,,74.84,74.57,74.94,74.27,,0,0
"2015-07-30 00:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,76.14,76.04,76.18,75.88,,77.21,76.93,77.27,76.60,,75.06,74.88,75.25,74.58,,0,0
"2015-07-30 01:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,76.27,76.20,76.33,76.02,,76.93,77.19,77.39,76.88,,75.20,75.15,75.37,74.94,,0,0
"2015-07-30 01:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,76.46,76.38,76.52,76.22,,76.26,76.53,76.97,76.22,,75.40,75.34,75.62,75.15,,0,0
"2015-07-30 01:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,76.62,76.58,76.72,76.42,,76.09,76.18,76.33,76.02,,75.61,75.53,75.73,75.30,,0,0
"2015-07-30 01:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,76.97,76.80,77.07,76.54,,76.09,76.06,76.16,75.92,,75.59,75.64,75.88,75.47,,0,0
"2015-07-30 02:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.37,77.19,77.45,76.94,,76.04,76.03,76.13,75.95,,75.74,75.73,75.91,75.57,,0,0
"2015-07-30 02:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.64,77.50,77.73,77.28,,76.12,76.02,76.14,75.93,,75.89,75.78,76.00,75.64,,0,0
"2015-07-30 02:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.92,77.77,77.99,77.52,,76.04,76.02,76.12,75.94,,75.84,75.82,76.00,75.64,,0,0
"2015-07-30 02:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,78.12,78.02,78.22,77.82,,75.97,76.02,76.11,75.92,,75.81,75.85,76.07,75.69,,0,0
"2015-07-30 03:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,78.33,78.21,78.38,78.06,,75.97,76.00,76.11,75.90,,75.83,75.87,76.07,75.68,,0,0
"2015-07-30 03:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,78.36,78.34,78.48,78.19,,75.97,75.97,76.09,75.85,,75.91,75.89,76.10,75.71,,0,0
"2015-07-30 03:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,78.44,78.40,78.53,78.27,,75.96,75.94,76.06,75.83,,75.93,75.90,76.10,75.74,,0,0
"2015-07-30 03:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,78.29,78.37,78.50,78.19,,75.87,75.88,76.03,75.80,,75.91,75.89,76.12,75.73,,0,0
"2015-07-30 04:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,78.16,78.22,78.40,78.07,,75.84,75.84,75.95,75.76,,75.81,75.88,76.10,75.73,,0,0
"2015-07-30 04:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,78.04,78.08,78.27,77.93,,75.71,75.79,75.93,75.68,,75.73,75.85,76.07,75.69,,0,0
"2015-07-30 04:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.97,77.96,78.13,77.82,,75.70,75.72,75.84,75.64,,75.79,75.80,76.03,75.66,,0,0
"2015-07-30 04:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.78,77.86,77.99,77.69,,75.62,75.67,75.76,75.58,,75.79,75.77,75.95,75.62,,0,0
"2015-07-30 05:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.73,77.76,77.93,77.61,,75.59,75.60,75.75,75.49,,75.64,75.73,75.91,75.57,,0,0
"2015-07-30 05:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.60,77.67,77.82,77.52,,75.50,75.53,75.66,75.44,,75.73,75.69,75.88,75.54,,0,0
"2015-07-30 05:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.49,77.59,77.76,77.43,,75.46,75.48,75.62,75.39,,75.56,75.63,75.84,75.47,,0,0
"2015-07-30 05:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.54,77.50,77.64,77.37,,75.44,75.44,75.52,75.36,,75.52,75.55,75.73,75.35,,0,0
"2015-07-30 06:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.43,77.43,77.56,77.30,,75.35,75.38,75.49,75.29,,75.43,75.49,75.71,75.26,,0,0
"2015-07-30 06:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.40,77.39,77.53,77.25,,75.32,75.33,75.42,75.25,,75.37,75.42,75.64,75.23,,0,0
