time(UTC),error,lowalarm,highalarm,"Input 1","-","-","-","-","Input 2","-","-","-","-","Input 3","-","-","-","-","Input 4","-","-","-","-","Input 5","-","-","-","-","Hallway (Degrees F)","Hallway Ave (Degrees F)","Hallway Min (Degrees F)","Hallway Max (Degrees F)","-","Office Vent (Degrees F)","Office Vent Ave (Degrees F)","Office Vent Min (Degrees F)","Office Vent Max (Degrees F)","-","Indoor office temp (Degrees F)","Indoor office temp Ave (Degrees F)","Indoor office temp Min (Degrees F)","Indoor office temp Max (Degrees F)","-","(point 40)","(point 41)"
"2015-07-27 14:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.89,75.92,76.10,75.80,,63.85,67.99,73.95,58.30,,72.85,72.93,73.38,72.58,,0,0
"2015-07-27 14:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.87,75.89,76.03,75.80,,58.66,69.81,74.00,58.66,,72.97,72.77,73.19,72.42,,0,0
"2015-07-27 14:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.70,75.79,76.01,75.65,,74.34,70.10,74.99,58.59,,73.00,72.65,73.12,72.32,,0,0
"2015-07-27 15:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.78,75.77,75.91,75.66,,63.85,68.26,74.82,59.67,,73.04,72.90,73.26,72.56,,0,0
"2015-07-27 15:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.64,75.71,75.88,75.59,,68.10,66.43,74.39,59.93,,72.66,72.81,73.17,72.53,,0,0
"2015-07-27 15:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.68,75.64,75.77,75.52,,73.57,68.18,74.53,59.23,,72.63,72.68,73.09,72.37,,0,0
"2015-07-27 15:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.59,75.60,75.73,75.47,,65.58,68.53,74.30,59.86,,72.80,72.58,72.92,72.27,,0,0
"2015-07-27 16:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.53,75.53,75.67,75.42,,66.67,68.68,74.61,59.29,,72.74,72.56,73.02,72.18,,0,0
"2015-07-27 16:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.40,75.47,75.60,75.39,,60.64,67.70,75.01,59.81,,72.78,72.66,73.05,72.33,,0,0
"2015-07-27 16:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.43,75.43,75.55,75.35,,70.52,67.82,75.20,60.64,,72.59,72.68,73.04,72.39,,0,0
"2015-07-27 16:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.37,75.39,75.49,75.29,,64.81,69.03,74.73,60.89,,72.83,72.67,73.04,72.40,,0,0
"2015-07-27 17:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.31,75.36,75.46,75.28,,74.29,66.73,74.36,60.48,,72.61,72.59,72.92,72.30,,0,0
"2015-07-27 17:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.26,75.30,75.39,75.17,,65.71,67.00,75.02,60.29,,72.59,72.58,72.95,72.28,,0,0
"2015-07-27 17:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.19,75.18,75.36,75.03,,70.84,69.08,74.65,60.95,,72.68,72.54,72.80,72.32,,0,0
"2015-07-27 17:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.09,75.10,75.21,75.01,,71.19,67.00,74.66,60.84,,72.46,72.56,72.88,72.32,,0,0
"2015-07-27 18:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.02,75.07,75.17,74.97,,62.62,68.74,75.13,60.63,,72.66,72.56,72.85,72.32,,0,0
"2015-07-27 18:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.10,75.06,75.18,74.96,,70.13,68.17,74.71,61.94,,72.47,72.55,72.85,72.32,,0,0
"2015-07-27 18:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.05,75.08,75.20,74.98,,73.48,67.59,74.85,61.90,,72.51,72.57,72.87,72.33,,0,0
"2015-07-27 18:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.09,75.09,75.22,74.97,,66.85,67.95,75.62,61.94,,72.51,72.59,72.95,72.33,,0,0
"2015-07-27 19:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.24,75.15,75.29,75.05,,66.74,69.38,75.21,61.39,,72.83,72.62,72.94,72.40,,0,0
"2015-07-27 19:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.20,75.21,75.34,75.07,,75.11,68.25,75.16,62.48,,72.49,72.61,72.87,72.40,,0,0
"2015-07-27 19:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.09,75.14,75.25,75.05,,70.49,67.90,75.52,62.00,,72.58,72.69,72.97,72.46,,0,0
"2015-07-27 19:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.13,75.14,75.26,75.03,,63.14,69.66,75.71,62.02,,72.89,72.68,73.00,72.39,,0,0
"2015-07-27 20:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.14,75.13,75.28,75.02,,74.61,69.28,75.62,62.34,,72.94,72.71,73.00,72.44,,0,0
"2015-07-27 20:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.08,75.13,75.24,75.03,,67.32,67.95,76.50,61.02,,72.81,72.75,73.09,72.44,,0,0
"2015-07-27 20:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.10,75.11,75.22,75.00,,67.20,70.10,75.95,61.92,,72.78,72.73,73.00,72.46,,0,0
"2015-07-27 20:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.22,75.14,75.24,75.05,,74.22,67.97,75.66,62.08,,72.76,72.76,73.10,72.47,,0,0
"2015-07-27 21:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.12,75.16,75.26,75.06,,63.14,69.26,76.34,62.02,,72.82,72.83,73.10,72.51,,0,0
"2015-07-27 21:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.10,75.13,75.24,75.02,,75.96,70.10,76.20,62.82,,72.71,72.73,73.05,72.46,,0,0
"2015-07-27 21:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.25,75.18,75.32,75.06,,70.57,67.91,75.93,62.07,,72.63,72.78,73.09,72.49,,0,0
"2015-07-27 21:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.27,75.23,75.35,75.11,,64.00,67.68,74.75,61.15,,72.88,72.84,73.09,72.56,,0,0
"2015-07-27 22:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.27,75.28,75.37,75.17,,73.33,69.99,75.86,62.38,,72.75,72.77,73.17,72.49,,0,0
"2015-07-27 22:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.36,75.32,75.42,75.23,,73.40,68.56,75.78,62.76,,72.64,72.80,73.05,72.51,,0,0
