time(UTC),error,lowalarm,highalarm,"Outdoor (Degrees F)","Outdoor Ave (Degrees F)","Outdoor Min (Degrees F)","Outdoor Max (Degrees F)","-","Do Not Use (Degrees F)","-","-","-","-","Middle Classroom (Degrees F)","Middle Classroom Ave (Degrees F)","Middle Classroom Min (Degrees F)","Middle Classroom Max (Degrees F)","-","South Classroom (Degrees F)","South Classroom Ave (Degrees F)","South Classroom Min (Degrees F)","South Classroom Max (Degrees F)","-","Main Classroom/Offices (Degrees F)","Main Classroom/Offices Ave (Degrees F)","Main Classroom/Offices Min (Degrees F)","Main Classroom/Offices Max (Degrees F)","-","Input 6","-","-","-","-","Input 7","-","-","-","-","Input 8","-","-","-","-","Output 01","Output 02"
"2015-08-16 02:45:00",0,0,0,87.08,88.84,90.92,87.01,,,,,,,69.54,66.91,75.46,60.88,,57.67,61.85,65.74,57.00,,79.06,78.68,79.25,78.12,,,,,,,,,,,,,,,,,0,0
"2015-08-16 03:00:00",0,0,0,85.07,85.85,87.08,85.06,,,,,,,65.87,66.62,75.14,60.72,,63.99,61.68,66.32,56.60,,78.27,78.18,79.06,77.63,,,,,,,,,,,,,,,,,0,0
