time(UTC),error,lowalarm,highalarm,"Outdoor (Degrees F)","Outdoor Ave (Degrees F)","Outdoor Min (Degrees F)","Outdoor Max (Degrees F)","-","Do Not Use (Degrees F)","-","-","-","-","Middle Classroom (Degrees F)","Middle Classroom Ave (Degrees F)","Middle Classroom Min (Degrees F)","Middle Classroom Max (Degrees F)","-","South Classroom (Degrees F)","South Classroom Ave (Degrees F)","South Classroom Min (Degrees F)","South Classroom Max (Degrees F)","-","Main Classroom/Offices (Degrees F)","Main Classroom/Offices Ave (Degrees F)","Main Classroom/Offices Min (Degrees F)","Main Classroom/Offices Max (Degrees F)","-","Input 6","-","-","-","-","Input 7","-","-","-","-","Input 8","-","-","-","-","Output 01","Output 02"
"2015-08-04 17:30:00",0,0,0,78.59,77.62,78.64,76.66,,,,,,,68.47,70.49,77.56,62.32,,61.14,61.29,65.96,56.44,,64.19,52.11,64.21,48.57,,,,,,,,,,,,,,,,,0,0
"2015-08-04 17:45:00",0,0,0,79.11,78.73,79.15,78.42,,,,,,,65.98,71.16,77.67,62.34,,63.49,61.94,66.04,56.37,,49.26,51.77,64.67,49.14,,,,,,,,,,,,,,,,,0,0
