time(UTC),error,lowalarm,highalarm,"Outdoor (Degrees F)","Outdoor Ave (Degrees F)","Outdoor Min (Degrees F)","Outdoor Max (Degrees F)","-","Do Not Use (Degrees F)","-","-","-","-","Middle Classroom (Degrees F)","Middle Classroom Ave (Degrees F)","Middle Classroom Min (Degrees F)","Middle Classroom Max (Degrees F)","-","South Classroom (Degrees F)","South Classroom Ave (Degrees F)","South Classroom Min (Degrees F)","South Classroom Max (Degrees F)","-","Main Classroom/Offices (Degrees F)","Main Classroom/Offices Ave (Degrees F)","Main Classroom/Offices Min (Degrees F)","Main Classroom/Offices Max (Degrees F)","-","Input 6","-","-","-","-","Input 7","-","-","-","-","Input 8","-","-","-","-","Output 01","Output 02"
"2015-08-16 22:45:00",0,0,0,109.37,106.95,109.34,105.86,,,,,,,73.94,65.76,73.94,63.32,,60.69,63.76,68.86,59.83,,79.15,70.29,79.19,60.16,,,,,,,,,,,,,,,,,0,0
"2015-08-16 23:00:00",0,0,0,113.68,111.73,113.75,109.29,,,,,,,66.82,65.95,74.80,62.87,,60.49,63.81,69.02,60.07,,62.13,75.05,80.48,62.09,,,,,,,,,,,,,,,,,0,0
