time(UTC),error,lowalarm,highalarm,"Accumulated Real Energy Net (kWh)","Real Energy Quadrants 1 & 4, Import (kWh)","Real Energy Quadrants 2 & 3, Export (kWh)","Reactive Energy Quadrant 1 (VARh)","Reactive Energy Quadrant 2 (VARh)","Reactive Energy Quadrant 3 (VARh)","Reactive Energy Quadrant 4 (VARh)","Apparent Energy Net (VAh)","Apparent Energy Quadrants 1 & 4 (VAh)","Apparent Energy Quadrants 2 & 3 (VAh)","Total Net Instantaneous Real Power (kW)","Total Net Instantaneous Reactive Power (kVAR)","Total Net Instantaneous Apparent Power (kVA)","Total Power Factor","Voltage, L-L, 3p Ave (Volts)","Voltage, L-N, 3p Ave (Volts)","Current, 3p Ave (Amps)","Frequency (Hz)","Total Real Power Present Demand (kW)","Total Reactive Power Present Demand (kVAR)","Total Apparent Power Present Demand (kVA)","Total Real Power Max Demand, Import (kW)","Total Reactive Power Max Demand, Import (kVAR)","Total Apparent Power Max Demand, Import (kVA)","Total Real Power Max Demand, Export (kW)","Total Reactive Power Max Demand, Export (kVAR)","Total Apparent Power Max Demand, Export (kVA)","Accumulated Real Energy, Phase A, Import (kW)","Accumulated Real Energy, Phase B, Import (kW)","Accumulated Real Energy, Phase C, Import (kW)","Accumulated Real Energy, Phase A, Export (kW)","Accumulated Real Energy, Phase B, Export (kW)","Accumulated Real Energy, Phase C, Export (kW)","Accumulated Q1 Reactive Energy, Phase A, Import (VARh)","Accumulated Q1 Reactive Energy, Phase B, Import (VARh)","Accumulated Q1 Reactive Energy, Phase C, Import (VARh)","Accumulated Q2 Reactive Energy, Phase A, Import (VARh)","Accumulated Q2 Reactive Energy, Phase B, Import (VARh)","Accumulated Q2 Reactive Energy, Phase C, Import (VARh)","Accumulated Q3 Reactive Energy, Phase A, Export (VARh)","Accumulated Q3 Reactive Energy, Phase B, Export (VARh)","Accumulated Q3 Reactive Energy, Phase C, Export (VARh)","Accumulated Q4 Reactive Energy, Phase A, Export (VARh)","Accumulated Q4 Reactive Energy, Phase B, Export (VARh)","Accumulated Q4 Reactive Energy, Phase C, Export (VARh)","Accumulated Apparent Energy, Phase A, Import (VAh)","Accumulated Apparent Energy, Phase B, Import (VAh)","Accumulated Apparent Energy, Phase C, Import (VAh)","Accumulated Apparent Energy, Phase A, Export (VAh)","Accumulated Apparent Energy, Phase B, Export (VAh)","Accumulated Apparent Energy, Phase C, Export (VAh)","Real Power, Phase A (kW)","Real Power, Phase B (kW)","Real Power, Phase C (kW)","Reactive Power, Phase A (kVAR)","Reactive Power, Phase B (kVAR)","Reactive Power, Phase C (kVAR)","Apparent Power, Phase A (kVA)","Apparent Power, Phase B (kVA)","Apparent Power, Phase C (kVA)","Power Factor, Phase A","Power Factor, Phase B","Power Factor, Phase C","Voltage, Phase A-B (Volts)","Voltage, Phase B-C (Volts)","Voltage, Phase A-C (Volts)","Voltage, Phase A-N (Volts)","Voltage, Phase B-N (Volts)","Voltage, Phase C-N (Volts)","Current, Phase A (Amps)","Current, Phase B (Amps)","Current, Phase C (Amps)"
"2015-07-27 06:45:00",0,0,0,1188034.63,1188076.13,41.53,4288.67,26.82,13.99,341755.28,1242431.75,1242471.38,39.64,97.34,-5.36,97.49,1.00,490.42,283.83,115.28,60.01,64.85,-16.53,67.19,454.05,30.87,462.50,0,-101.89,0,420129.09,398338.13,369608.78,21.63,15.36,4.54,1463.66,677.56,2147.45,19.75,4.24,2.83,0.07,0.15,13.77,127879.02,109971.88,103904.39,441529.09,413724.50,385112.88,35.28,16.02,18.68,34.38,32.26,30.71,-5.80,4.72,-4.28,34.84,32.58,30.99,0.99,0.99,0.99,489.52,489.41,492.32,283.39,284.21,283.89,122.18,114.52,109.13
"2015-07-27 07:00:00",0,0,0,1188050.25,1188091.75,41.53,4289.00,26.82,13.99,341759.38,1242448.13,1242487.75,39.64,92.86,-6.50,93.08,1.00,488.33,282.62,110.51,60.01,69.63,-12.11,71.78,454.05,30.87,462.50,0,-101.89,0,420134.91,398343.31,369613.50,21.63,15.36,4.54,1463.66,677.74,2147.60,19.75,4.24,2.83,0.07,0.15,13.77,127880.84,109973.00,103905.53,441535.22,413729.88,385117.78,35.28,16.02,18.68,33.20,30.87,28.78,-5.61,2.73,-3.62,33.66,30.97,29.00,0.99,1.00,0.99,487.31,487.36,490.30,282.24,282.83,282.79,118.86,109.93,102.73
"2015-07-27 07:15:00",0,0,0,1188065.75,1188107.25,41.53,4289.10,26.82,13.99,341763.50,1242464.38,1242504.00,39.64,72.79,-19.40,75.33,0.97,491.72,284.58,87.42,59.95,64.58,-15.73,67.21,454.05,30.87,462.50,0,-101.89,0,420140.56,398348.56,369618.16,21.63,15.36,4.54,1463.66,677.78,2147.66,19.75,4.24,2.83,0.07,0.15,13.77,127882.63,109974.19,103906.69,441541.22,413735.28,385122.66,35.28,16.02,18.68,26.52,24.00,22.26,-8.39,-7.17,-3.84,27.80,25.04,22.58,0.95,0.96,0.99,491.21,490.66,493.28,284.26,285.12,284.36,96.70,85.61,79.95
"2015-07-27 07:30:00",0,0,0,1188081.75,1188123.25,41.53,4289.11,26.82,13.99,341767.66,1242480.88,1242520.50,39.64,48.91,-19.31,52.58,0.93,492.22,284.87,62.17,60.02,59.48,-17.31,62.25,454.05,30.87,462.50,0,-101.89,0,420146.44,398353.91,369622.91,21.63,15.36,4.54,1463.66,677.78,2147.66,19.75,4.24,2.83,0.07,0.15,13.77,127884.41,109975.38,103907.88,441547.41,413740.75,385127.56,35.28,16.02,18.68,19.05,15.95,13.91,-7.23,-7.45,-4.62,20.36,17.60,14.65,0.94,0.91,0.95,491.71,491.05,493.90,284.57,285.29,284.75,75.35,59.55,51.62
"2015-07-27 07:45:00",0,0,0,1188097.75,1188139.25,41.53,4289.11,26.82,13.99,341771.78,1242497.38,1242537.00,39.64,48.28,-23.35,52.27,0.95,493.44,285.58,62.65,60.02,58.93,-17.57,61.74,454.05,30.87,462.50,0,-101.89,0,420152.34,398359.19,369627.66,21.63,15.36,4.54,1463.66,677.78,2147.67,19.75,4.24,2.83,0.07,0.15,13.77,127886.14,109976.55,103909.10,441553.56,413746.19,385132.50,35.28,16.02,18.68,18.20,16.27,13.82,-10.17,-6.76,-6.42,20.84,17.61,15.23,0.87,0.92,0.91,493.26,492.67,494.76,285.21,286.35,285.39,70.19,59.37,53.44
"2015-07-27 08:00:00",0,0,0,1188113.38,1188154.88,41.53,4289.11,26.82,13.99,341775.91,1242513.75,1242553.38,39.64,69.54,-7.99,70.00,0.99,493.75,285.76,83.19,60.02,63.05,-16.55,65.44,454.05,30.87,462.50,0,-101.89,0,420158.06,398364.53,369632.41,21.63,15.36,4.54,1463.66,677.78,2147.67,19.75,4.24,2.83,0.07,0.15,13.77,127887.89,109977.77,103910.27,441559.59,413751.66,385137.41,35.28,16.02,18.68,25.12,23.27,21.15,-4.73,-6.47,3.20,25.55,24.14,20.90,0.98,0.96,1.00,493.63,492.75,494.88,285.41,286.51,285.36,91.62,82.75,75.20
"2015-07-27 08:15:00",0,0,0,1188128.38,1188169.88,41.53,4289.12,26.82,13.99,341780.34,1242529.38,1242569.00,39.64,71.43,-11.10,72.29,0.99,493.68,285.72,84.93,60.02,63.90,-16.37,66.17,454.05,30.87,462.50,0,-101.89,0,420163.66,398369.53,369636.69,21.63,15.36,4.54,1463.66,677.78,2147.68,19.75,4.24,2.83,0.07,0.15,13.77,127889.80,109979.01,103911.52,441565.53,413756.81,385141.88,35.28,16.02,18.68,25.86,23.97,21.60,-5.08,-3.06,-2.96,26.34,24.15,21.80,0.98,0.99,0.99,493.35,493.15,494.55,285.11,286.63,285.42,93.05,84.88,76.87
"2015-07-27 08:30:00",0,0,0,1188143.13,1188184.63,41.53,4289.12,26.82,13.99,341784.72,1242544.88,1242584.50,39.64,72.51,-13.15,73.76,0.98,490.03,283.60,86.77,59.99,63.05,-16.69,65.40,454.05,30.87,462.50,0,-101.89,0,420169.19,398374.44,369641.03,21.63,15.36,4.54,1463.66,677.78,2147.68,19.75,4.24,2.83,0.07,0.15,13.77,127891.65,109980.23,103912.84,441571.34,413761.91,385146.44,35.28,16.02,18.68,26.62,23.60,22.29,-7.11,-3.72,-2.32,27.54,23.88,22.40,0.97,0.99,1.00,488.85,489.64,492.22,283.09,284.07,284.02,96.42,84.17,80.38
"2015-07-27 08:45:00",0,0,0,1188158.75,1188200.25,41.53,4289.13,26.82,13.99,341788.91,1242561.00,1242600.63,39.64,49.47,-18.37,52.89,0.93,490.77,284.04,62.01,59.96,59.05,-17.63,61.82,454.05,30.87,462.50,0,-101.89,0,420174.84,398379.63,369645.72,21.63,15.36,4.54,1463.66,677.78,2147.68,19.75,4.24,2.83,0.07,0.15,13.77,127893.41,109981.44,103914.07,441577.34,413767.25,385151.31,35.28,16.02,18.68,18.16,16.95,14.37,-8.30,-5.58,-4.48,19.96,17.84,15.04,0.91,0.95,0.96,490.43,490.04,491.80,283.59,284.78,283.71,70.32,62.66,53.81
"2015-07-27 09:00:00",0,0,0,1188174.63,1188216.13,41.53,4289.14,26.82,13.99,341793.16,1242577.50,1242617.13,39.64,46.53,-20.05,50.67,0.92,491.46,284.43,59.83,59.93,59.48,-17.37,62.16,454.05,30.87,462.50,0,-101.89,0,420180.63,398385.00,369650.44,21.63,15.36,4.54,1463.66,677.78,2147.70,19.75,4.24,2.83,0.07,0.15,13.77,127895.21,109982.66,103915.29,441583.41,413772.75,385156.22,35.28,16.02,18.68,17.81,15.60,13.13,-9.06,-4.77,-6.22,19.97,16.30,14.52,0.89,0.96,0.90,490.64,490.77,492.96,283.87,284.94,284.48,69.87,58.53,51.09
