time(UTC),error,lowalarm,highalarm,"Input 1","-","-","-","-","Input 2","-","-","-","-","Input 3","-","-","-","-","Input 4","-","-","-","-","Input 5","-","-","-","-","Input 6","-","-","-","-","HVAC vent 1st floor (Degrees F)","HVAC vent 1st floor Ave (Degrees F)","HVAC vent 1st floor Min (Degrees F)","HVAC vent 1st floor Max (Degrees F)","-","1st floor office (Degrees F)","1st floor office Ave (Degrees F)","1st floor office Min (Degrees F)","1st floor office Max (Degrees F)","-","Output 01","Output 02"
"2015-07-28 13:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.91,62.42,65.76,60.91,,70.67,70.95,71.24,70.62,,0,0
"2015-07-28 14:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.08,62.71,65.36,60.75,,71.33,70.93,71.51,70.57,,0,0
"2015-07-28 14:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.42,62.19,65.44,60.42,,71.58,70.95,71.60,70.52,,0,0
"2015-07-28 14:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.83,62.26,65.53,60.63,,71.08,71.25,71.69,70.74,,0,0
"2015-07-28 14:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.58,63.50,65.72,61.54,,71.54,71.65,71.99,71.10,,0,0
"2015-07-28 15:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.66,61.49,61.78,61.36,,71.18,71.28,71.57,71.15,,0,0
"2015-07-28 15:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.63,62.33,62.71,61.65,,71.43,71.31,71.57,71.15,,0,0
"2015-07-28 15:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.03,62.85,63.12,62.59,,71.73,71.61,71.81,71.28,,0,0
"2015-07-28 15:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.97,63.59,64.00,63.01,,72.00,71.91,72.11,71.66,,0,0
"2015-07-28 16:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.39,64.09,64.41,63.79,,72.14,72.04,72.20,71.91,,0,0
"2015-07-28 16:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.88,64.55,64.96,64.26,,72.54,72.35,72.65,72.09,,0,0
"2015-07-28 16:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.41,62.98,65.20,60.43,,72.04,72.18,72.86,71.61,,0,0
"2015-07-28 16:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.42,63.01,65.18,60.61,,71.95,71.96,72.40,71.51,,0,0
"2015-07-28 17:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.32,63.07,65.38,60.99,,72.02,72.05,72.47,71.64,,0,0
"2015-07-28 17:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.48,63.06,65.47,60.89,,71.77,72.12,72.56,71.63,,0,0
"2015-07-28 17:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.52,63.10,65.43,61.02,,71.65,72.05,72.44,71.60,,0,0
"2015-07-28 17:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.45,63.40,65.68,61.39,,71.60,71.96,72.38,71.55,,0,0
"2015-07-28 18:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.86,63.59,65.86,61.21,,71.79,71.99,72.40,71.47,,0,0
"2015-07-28 18:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.82,63.48,65.75,61.37,,71.94,71.83,72.13,71.48,,0,0
"2015-07-28 18:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.46,62.09,63.58,61.42,,71.45,71.51,71.98,71.19,,0,0
"2015-07-28 18:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.96,63.47,65.86,61.84,,71.24,71.57,71.99,71.18,,0,0
"2015-07-28 19:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.81,63.22,65.67,61.63,,71.47,71.47,71.84,71.08,,0,0
"2015-07-28 19:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.01,63.13,65.54,61.10,,71.50,71.62,72.05,71.19,,0,0
"2015-07-28 19:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.74,63.23,65.72,61.03,,71.79,71.62,72.06,71.19,,0,0
"2015-07-28 19:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.69,63.23,65.69,61.46,,72.08,71.73,72.14,71.42,,0,0
"2015-07-28 20:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.43,63.09,65.54,61.13,,72.15,71.82,72.23,71.48,,0,0
"2015-07-28 20:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17,63.06,65.60,61.31,,72.22,71.85,72.30,71.57,,0,0
"2015-07-28 20:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.41,62.98,65.46,61.36,,72.06,71.90,72.31,71.55,,0,0
"2015-07-28 20:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.27,62.97,65.60,61.60,,72.02,71.93,72.28,71.64,,0,0
"2015-07-28 21:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.66,63.42,65.74,61.61,,71.86,72.17,72.48,71.81,,0,0
"2015-07-28 21:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.92,63.53,65.75,61.47,,71.98,72.11,72.54,71.73,,0,0
"2015-07-28 21:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.85,63.42,65.73,61.45,,72.07,71.90,72.22,71.56,,0,0
"2015-07-28 21:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.78,63.08,65.81,61.44,,72.32,71.84,72.38,71.51,,0,0
"2015-07-28 22:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.33,62.84,65.35,61.51,,72.09,71.89,72.35,71.61,,0,0
"2015-07-28 22:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.77,63.35,65.89,61.74,,71.79,72.08,72.40,71.73,,0,0
"2015-07-28 22:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.11,63.98,66.08,61.61,,71.99,72.07,72.44,71.64,,0,0
"2015-07-28 22:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.65,62.82,63.18,62.56,,71.41,71.62,72.04,71.35,,0,0
"2015-07-28 23:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.59,62.64,62.76,62.51,,71.39,71.29,71.47,71.16,,0,0
"2015-07-28 23:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.16,62.14,62.67,61.72,,71.04,71.26,71.52,70.96,,0,0
"2015-07-28 23:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.29,63.85,65.83,62.08,,71.26,71.52,71.83,71.01,,0,0
"2015-07-28 23:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.97,63.32,65.72,61.72,,71.68,71.36,71.77,71.06,,0,0
"2015-07-29 00:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.25,62.66,64.25,61.85,,71.42,71.37,71.70,71.15,,0,0
"2015-07-29 00:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.88,63.64,65.67,61.81,,71.43,71.60,71.86,71.29,,0,0
"2015-07-29 00:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.96,63.64,65.50,61.76,,72.26,71.78,72.31,71.27,,0,0
"2015-07-29 00:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.92,63.55,65.27,61.82,,73.28,72.45,73.31,72.05,,0,0
"2015-07-29 01:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.61,64.05,65.66,61.81,,73.95,73.56,73.95,73.19,,0,0
"2015-07-29 01:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.31,67.42,69.44,65.59,,74.76,74.39,74.78,73.90,,0,0
"2015-07-29 01:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.03,70.87,72.10,69.22,,75.16,74.97,75.25,74.73,,0,0
"2015-07-29 01:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.57,72.89,73.63,71.98,,75.54,75.35,75.57,75.15,,0,0
"2015-07-29 02:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.23,73.90,74.38,73.50,,75.72,75.65,75.83,75.49,,0,0
"2015-07-29 02:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.84,74.54,74.93,74.15,,75.96,75.88,76.02,75.67,,0,0
"2015-07-29 02:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.20,75.01,75.30,74.72,,76.15,76.04,76.18,75.91,,0,0
"2015-07-29 02:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.47,75.29,75.56,75.05,,76.26,76.18,76.31,76.06,,0,0
"2015-07-29 03:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.64,75.51,75.70,75.30,,76.40,76.33,76.43,76.22,,0,0
"2015-07-29 03:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.68,75.64,75.87,75.46,,76.47,76.42,76.51,76.32,,0,0
"2015-07-29 03:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.81,75.76,75.90,75.61,,76.51,76.48,76.59,76.40,,0,0
"2015-07-29 03:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.81,75.82,75.98,75.68,,76.66,76.61,76.73,76.49,,0,0
"2015-07-29 04:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.90,75.87,76.05,75.73,,76.78,76.71,76.81,76.63,,0,0
"2015-07-29 04:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.97,75.94,76.14,75.78,,76.80,76.79,76.88,76.67,,0,0
"2015-07-29 04:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.02,76.02,76.19,75.80,,76.84,76.83,76.92,76.74,,0,0
"2015-07-29 04:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.10,76.09,76.26,75.93,,76.90,76.88,,76.79,,0,0
"2015-07-29 05:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.12,76.14,76.29,76.00,,77.00,76.95,77.06,76.86,,0,0
"2015-07-29 05:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.26,76.18,76.33,76.04,,77.03,76.99,77.10,76.90,,0,0
"2015-07-29 05:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.17,76.23,76.38,76.05,,77.11,77.04,77.15,76.94,,0,0
"2015-07-29 05:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.31,76.27,76.43,76.14,,77.13,77.09,77.22,77.01,,0,0
"2015-07-29 06:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.32,76.32,76.48,76.17,,77.11,77.14,77.30,77.06,,0,0
"2015-07-29 06:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.34,76.37,76.53,76.22,,77.19,77.19,77.31,77.08,,0,0
"2015-07-29 06:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.48,76.42,76.60,76.26,,77.25,77.25,77.36,77.12,,0,0
